term_str,term_id,n,num,pos_max,stop,p_stem,term_code,p,s,i,h,wlen,term_rank,zipf_k,zipf_y,df,idf,tfidf_sum_text_max,tfidf_sum_secs_max,tfidf_sum_paras_max
youngest,8112,1,0,NN,0,youngest,youngest/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5058,5058,1.804574930802689,1,11.470150435274359,0.0069207770284192205,0.0537021965544503,11.470150435274359
youwith,8120,1,0,CD,0,youwith,youwith/CD,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5059,5059,1.8042182249456415,1,11.470150435274359,0.0025884205781380185,0.029524584252879602,11.470150435274359
yucatán,8121,1,0,NNP,0,yucatán,yucatán/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5060,5060,1.8038616600790516,1,11.470150435274359,0.0061703313265424374,0.024621584701859885,1.4337688044092949
zacatecas,8122,1,0,NNP,0,zacateca,zacatecas/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,9,5061,5061,1.8035052361193442,1,11.470150435274359,0.0025884205781380185,0.12868262193236202,1.911691739212393
zapatisa,8125,1,0,NNP,0,zapatisa,zapatisa/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5062,5062,1.803148952983011,1,11.470150435274359,0.0025884205781380185,0.04577301317057173,1.4337688044092949
zaptistas,8129,1,0,NNP,0,zaptista,zaptistas/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,9,5063,5063,1.802792810586609,1,11.470150435274359,0.007437681536765884,0.17947839374776808,2.8675376088185898
zipper,8133,1,0,NN,0,zipper,zipper/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5064,5064,1.8024368088467617,1,11.470150435274359,0.0038924674274931122,0.08217083087247215,5.7350752176371795
zonethis,8136,1,0,NN,0,zonethi,zonethis/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5065,5065,1.802080947680158,1,11.470150435274359,0.0025884205781380185,0.04577301317057173,2.294030087054872
zócalos,8139,1,0,NN,0,zócalo,zócalos/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5066,5066,1.8017252270035533,1,11.470150435274359,0.00859703237583011,0.12629961041509608,1.4337688044092949
wounds,8075,1,0,NN,0,wound,wounds/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5067,5067,1.8013696467337676,1,11.470150435274359,0.0025884205781380185,0.07750203366380895,1.2744611594749287
worship,8067,1,0,JJ,0,worship,worship/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5068,5068,1.8010142067876875,1,11.470150435274359,0.0039832916674679515,0.06257044919646962,1.911691739212393
widely,7995,1,0,RB,0,wide,widely/RB,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5069,5069,1.800658907082265,1,11.470150435274359,0.0039832916674679515,0.026641324071934327,1.6385929193249082
wise,8020,1,0,NN,0,wise,wise/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,4,5070,5070,1.800303747534517,1,11.470150435274359,0.007437681536765884,0.10492583019100289,0.9558458696061966
widow,7997,1,0,NN,0,widow,widow/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,5,5071,5071,1.7999487280615265,1,11.470150435274359,0.002982497920733075,0.027837465152715055,0.8823192642518738
widowed,7998,1,0,VBN,0,widow,widowed/VBN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5072,5072,1.799593848580442,1,11.470150435274359,0.002982497920733075,0.09884317336833606,0.7646766956849572
wilderness,8002,1,0,NN,0,wilder,wilderness/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5073,5073,1.7992391090084765,1,11.470150435274359,0.0038506578955114458,0.04577301317057173,5.7350752176371795
wilds,8003,1,0,NN,0,wild,wilds/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,5,5074,5074,1.798884509262909,1,11.470150435274359,0.0038506578955114458,0.04577301317057173,0.7168844022046474
wilfrido,8004,1,0,NNP,0,wilfrido,wilfrido/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5075,5075,1.7985300492610838,1,11.470150435274359,0.003996613713178546,0.060894455021564174,3.823383478424786
willingly,8007,1,0,NN,0,willingli,willingly/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,9,5076,5076,1.7981757289204099,1,11.470150435274359,0.00859703237583011,0.29652952010500816,0.8192964596624541
winds,8012,1,0,VBP,0,wind,winds/VBP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,5,5077,5077,1.7978215481583615,1,11.470150435274359,0.0025884205781380185,0.029524584252879602,2.8675376088185898
wing,8013,1,0,NN,0,wing,wing/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,4,5078,5078,1.7974675068924775,1,11.470150435274359,0.0038924674274931122,0.17050447406037972,1.6385929193249082
winning,8015,1,0,VBG,0,win,winning/VBG,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5079,5079,1.7971136050403624,1,11.470150435274359,0.004729501979843214,0.06314980520754804,2.8675376088185898
winter,8017,1,0,NN,0,winter,winter/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5080,5080,1.7967598425196851,1,11.470150435274359,0.003996613713178546,0.1337289992630429,0.8823192642518738
wipe,8018,1,0,CD,0,wipe,wipe/CD,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,4,5081,5081,1.7964062192481796,1,11.470150435274359,0.0039832916674679515,0.07577976624905765,1.2744611594749287
wisest,8021,1,0,NN,0,wisest,wisest/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5082,5082,1.7960527351436444,1,11.470150435274359,0.00859703237583011,0.033931238618981036,3.823383478424786
worsening,8066,1,0,NN,0,worsen,worsening/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,9,5083,5083,1.7956993901239426,1,11.470150435274359,0.004729501979843214,0.20667208977015722,0.8823192642518738
withdrawing,8027,1,0,VBG,0,withdraw,withdrawing/VBG,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,11,5084,5084,1.7953461841070026,1,11.470150435274359,0.0039832916674679515,0.07255509534484242,0.9558458696061966
wm,8032,1,0,NNP,0,wm,wm/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,2,5085,5085,1.7949931170108162,1,11.470150435274359,0.0038506578955114458,0.12400325386209432,3.823383478424786
woke,8033,1,0,VBD,0,woke,woke/VBD,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,4,5086,5086,1.794640188753441,1,11.470150435274359,0.00859703237583011,0.033931238618981036,2.294030087054872
womack,8034,1,0,NNP,0,womack,womack/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5087,5087,1.794287399252998,1,11.470150435274359,0.0038506578955114458,0.058794646227717136,0.6372305797374643
wondered,8041,1,0,VBD,0,wonder,wondered/VBD,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5088,5088,1.793934748427673,1,11.470150435274359,0.0038924674274931122,0.08217083087247215,0.3823383478424786
wonderin,8042,1,0,VBP,0,wonderin,wonderin/VBP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5089,5089,1.7935822361957163,1,11.470150435274359,0.0038506578955114458,0.058794646227717136,1.4337688044092949
wording,8049,1,0,NN,0,word,wording/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5090,5090,1.7932298624754421,1,11.470150435274359,0.002982497920733075,0.07104353085849154,1.0427409486613053
workday,8052,1,0,NN,0,workday,workday/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5091,5091,1.792877627185229,1,11.470150435274359,0.002982497920733075,0.03589567874955362,3.823383478424786
worlds,8060,1,0,NN,0,world,worlds/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5092,5092,1.7925255302435195,1,11.470150435274359,0.003996613713178546,0.014268156825136375,1.4337688044092949
worldwide,8061,1,0,NN,0,worldwid,worldwide/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,9,5093,5093,1.79217357156882,1,11.470150435274359,0.00859703237583011,0.033931238618981036,0.8192964596624541
worries,8063,1,0,NN,0,worri,worries/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5094,5094,1.7918217510797019,1,11.470150435274359,0.0038924674274931122,0.023599235164066396,0.4987021928380156
villahermosa,7838,1,0,NNP,0,villahermosa,villahermosa/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,12,5095,5095,1.791470068694799,1,11.470150435274359,0.007437681536765884,0.05014837472364109,1.911691739212393
vigor,7832,1,0,NN,0,vigor,vigor/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,5,5096,5096,1.7911185243328103,1,11.470150435274359,0.002982497920733075,0.05930590402100164,2.8675376088185898
unanimous,7630,1,0,JJ,0,unanim,unanimous/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,9,5097,5097,1.7907671179124978,1,11.470150435274359,0.00859703237583011,0.033931238618981036,0.4987021928380156
viewed,7829,1,0,VBD,0,view,viewed/VBD,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5098,5098,1.7904158493526876,1,11.470150435274359,0.0025884205781380185,0.029524584252879602,0.4248203864916429
unfounded,7675,1,0,JJ,0,unfound,unfounded/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,9,5099,5099,1.7900647185722693,1,11.470150435274359,0.0039832916674679515,0.08217083087247215,2.294030087054872
unhappy,7676,1,0,JJ,0,unhappi,unhappy/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5100,5100,1.7897137254901962,1,11.470150435274359,0.0025884205781380185,0.12868262193236202,0.4987021928380156
unidentifiable,7677,1,0,JJ,0,unidentifi,unidentifiable/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,14,5101,5101,1.7893628700254853,1,11.470150435274359,0.0038506578955114458,0.04577301317057173,3.823383478424786
unintentional,7681,1,0,JJ,0,unintent,unintentional/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,13,5102,5102,1.7890121520972169,1,11.470150435274359,0.0025884205781380185,0.008297054698801931,0.8823192642518738
unites,7688,1,0,VBZ,0,unit,unites/VBZ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5103,5103,1.7886615716245347,1,11.470150435274359,0.0069207770284192205,0.0811926066954189,1.6385929193249082
universidad,7691,1,0,NNP,0,universidad,universidad/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,11,5104,5104,1.788311128526646,1,11.470150435274359,0.00859703237583011,0.12629961041509608,3.823383478424786
universitaria,7692,1,0,NNP,0,universitaria,universitaria/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,13,5105,5105,1.787960822722821,1,11.470150435274359,0.00859703237583011,0.12629961041509608,0.8823192642518738
universities,7694,1,0,JJ,0,univers,universities/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,12,5106,5106,1.7876106541323935,1,11.470150435274359,0.003996613713178546,0.060894455021564174,2.294030087054872
unlikely,7701,1,0,JJ,0,unlik,unlikely/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5107,5107,1.7872606226747603,1,11.470150435274359,0.0039832916674679515,0.026641324071934327,2.294030087054872
unmasked,7702,1,0,JJ,0,unmask,unmasked/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5108,5108,1.7869107282693815,1,11.470150435274359,0.007437681536765884,0.10492583019100289,0.573507521763718
unmasks,7703,1,0,NN,0,unmask,unmasks/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5109,5109,1.7865609708357801,1,11.470150435274359,0.004729501979843214,0.17487638365167146,0.6372305797374643
unmoved,7704,1,0,IN,0,unmov,unmoved/IN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5110,5110,1.7862113502935422,1,11.470150435274359,0.0039832916674679515,0.026641324071934327,2.294030087054872
unnamed,7706,1,0,JJ,0,unnam,unnamed/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5111,5111,1.7858618665623167,1,11.470150435274359,0.007437681536765884,0.10492583019100289,1.2744611594749287
unnecessary,7707,1,0,NN,0,unnecessari,unnecessary/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,11,5112,5112,1.7855125195618156,1,11.470150435274359,0.002982497920733075,0.17487638365167146,1.6385929193249082
unprepared,7709,1,0,VBN,0,unprepar,unprepared/VBN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5113,5113,1.785163309211813,1,11.470150435274359,0.0039832916674679515,0.07255509534484242,0.9558458696061966
unproductive,7710,1,0,JJ,0,unproduct,unproductive/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,12,5114,5114,1.7848142354321472,1,11.470150435274359,0.004748294702941929,0.42626118515094924,1.4337688044092949
unpublished,7711,1,0,JJ,0,unpublish,unpublished/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,11,5115,5115,1.7844652981427176,1,11.470150435274359,0.002982497920733075,0.03462019777875729,3.823383478424786
unqualified,7712,1,0,JJ,0,unqualifi,unqualified/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,11,5116,5116,1.7841164972634873,1,11.470150435274359,0.003996613713178546,0.060894455021564174,1.911691739212393
unresolved,7713,1,0,VBN,0,unresolv,unresolved/VBN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5117,5117,1.7837678327144812,1,11.470150435274359,0.002982497920733075,0.03589567874955362,3.823383478424786
unsatisfactory,7714,1,0,JJ,0,unsatisfactori,unsatisfactory/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,14,5118,5118,1.7834193044157876,1,11.470150435274359,0.0038924674274931122,0.023599235164066396,3.823383478424786
unsettling,7716,1,0,JJ,0,unsettl,unsettling/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5119,5119,1.7830709122875563,1,11.470150435274359,0.0061703313265424374,0.18432916114635645,5.7350752176371795
untranslatable,7719,1,0,JJ,0,untranslat,untranslatable/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,14,5120,5120,1.7827226562500003,1,11.470150435274359,0.0038924674274931122,0.08217083087247215,2.8675376088185898
unusual,7721,1,0,JJ,0,unusu,unusual/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5121,5121,1.782374536223394,1,11.470150435274359,0.003996613713178546,0.014268156825136375,11.470150435274359
unwilling,7722,1,0,JJ,0,unwil,unwilling/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,9,5122,5122,1.7820265521280751,1,11.470150435274359,0.0039832916674679515,0.08217083087247215,1.911691739212393
unwillingness,7723,1,0,NN,0,unwilling,unwillingness/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,13,5123,5123,1.7816787038844428,1,11.470150435274359,0.0038924674274931122,0.05930590402100164,1.6385929193249082
unforeseen,7673,1,0,JJ,0,unforeseen,unforeseen/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5124,5124,1.7813309914129587,1,11.470150435274359,0.0038924674274931122,0.05930590402100164,1.6385929193249082
unfolded,7672,1,0,VBN,0,unfold,unfolded/VBN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5125,5125,1.7809834146341466,1,11.470150435274359,0.0039832916674679515,0.07577976624905765,3.823383478424786
unfair,7671,1,0,JJ,0,unfair,unfair/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5126,5126,1.7806359734685917,1,11.470150435274359,0.0038924674274931122,0.05930590402100164,0.8823192642518738
undeclared,7646,1,0,JJ,0,undeclar,undeclared/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5127,5127,1.7802886678369418,1,11.470150435274359,0.004748294702941929,0.07333525766037836,2.294030087054872
unanimously,7631,1,0,JJ,0,unanim,unanimously/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,11,5128,5128,1.7799414976599066,1,11.470150435274359,0.0038506578955114458,0.058794646227717136,0.23896146740154914
unassuming,7634,1,0,RB,0,unassum,unassuming/RB,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5129,5129,1.7795944628582572,1,11.470150435274359,0.003996613713178546,0.014268156825136375,2.8675376088185898
unattainable,7635,1,0,JJ,0,unattain,unattainable/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,12,5130,5130,1.7792475633528266,1,11.470150435274359,0.003996613713178546,0.014268156825136375,1.6385929193249082
unbearable,7636,1,0,JJ,0,unbear,unbearable/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5131,5131,1.77890079906451,1,11.470150435274359,0.002982497920733075,0.03589567874955362,5.7350752176371795
unclear,7637,1,0,JJ,0,unclear,unclear/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5132,5132,1.7785541699142635,1,11.470150435274359,0.0039832916674679515,0.031721762615884594,1.911691739212393
unconfirmed,7640,1,0,JJ,0,unconfirm,unconfirmed/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,11,5133,5133,1.7782076758231056,1,11.470150435274359,0.004729501979843214,0.0537021965544503,2.8675376088185898
uncooked,7641,1,0,JJ,0,uncook,uncooked/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5134,5134,1.7778613167121156,1,11.470150435274359,0.0038506578955114458,0.058794646227717136,0.6372305797374643
uncool,7642,1,0,JJ,0,uncool,uncool/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5135,5135,1.7775150925024343,1,11.470150435274359,0.00859703237583011,0.12629961041509608,3.823383478424786
uncultivatable,7643,1,0,JJ,0,uncultivat,uncultivatable/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,14,5136,5136,1.777169003115265,1,11.470150435274359,0.0069207770284192205,0.0537021965544503,0.8192964596624541
undated,7644,1,0,JJ,0,undat,undated/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5137,5137,1.776823048471871,1,11.470150435274359,0.0069207770284192205,0.07930440653971149,0.4248203864916429
undaunted,7645,1,0,JJ,0,undaunt,undaunted/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,9,5138,5138,1.7764772284935775,1,11.470150435274359,0.004729501979843214,0.16634582835158995,2.294030087054872
underbrush,7650,1,0,NN,0,underbrush,underbrush/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5139,5139,1.776131543101771,1,11.470150435274359,0.0038506578955114458,0.07577976624905765,1.4337688044092949
unexpected,7670,1,0,JJ,0,unexpect,unexpected/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5140,5140,1.775785992217899,1,11.470150435274359,0.0061703313265424374,0.024621584701859885,1.0427409486613053
underdeveloped,7651,1,0,JJ,0,underdevelop,underdeveloped/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,14,5141,5141,1.7754405757634704,1,11.470150435274359,0.002982497920733075,0.03462019777875729,3.823383478424786
underemployment,7652,1,0,JJ,0,underemploy,underemployment/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,15,5142,5142,1.7750952936600546,1,11.470150435274359,0.0038924674274931122,0.023599235164066396,0.7168844022046474
underhandedness,7654,1,0,JJ,0,underhanded,underhandedness/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,15,5143,5143,1.7747501458292827,1,11.470150435274359,0.0061703313265424374,0.15860881307942298,1.911691739212393
underlies,7655,1,0,VBZ,0,underli,underlies/VBZ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,9,5144,5144,1.7744051321928462,1,11.470150435274359,0.003996613713178546,0.014268156825136375,1.911691739212393
undermine,7656,1,0,VB,0,undermin,undermine/VB,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,9,5145,5145,1.7740602526724978,1,11.470150435274359,0.0061703313265424374,0.024621584701859885,0.9558458696061966
undertaking,7661,1,0,JJ,0,undertak,undertaking/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,11,5146,5146,1.7737155071900508,1,11.470150435274359,0.002982497920733075,0.05930590402100164,2.8675376088185898
undesirable,7663,1,0,JJ,0,undesir,undesirable/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,11,5147,5147,1.7733708956673793,1,11.470150435274359,0.0069207770284192205,0.29652952010500816,1.2744611594749287
undignified,7665,1,0,JJ,0,undignifi,undignified/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,11,5148,5148,1.7730264180264181,1,11.470150435274359,0.0038924674274931122,0.019654694416182096,0.9558458696061966
undisturbed,7666,1,0,NN,0,undisturb,undisturbed/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,11,5149,5149,1.7726820741891631,1,11.470150435274359,0.0038506578955114458,0.058794646227717136,0.23896146740154914
unemployment,7668,1,0,NN,0,unemploy,unemployment/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,12,5150,5150,1.7723378640776701,1,11.470150435274359,0.0038924674274931122,0.023599235164066396,0.7168844022046474
unequal,7669,1,0,JJ,0,unequ,unequal/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5151,5151,1.7719937876140557,1,11.470150435274359,0.004729501979843214,0.16634582835158995,1.911691739212393
unworthily,7724,1,0,JJ,0,unworthili,unworthily/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5152,5152,1.7716498447204971,1,11.470150435274359,0.0061703313265424374,0.15860881307942298,1.147015043527436
uphold,7728,1,0,VB,0,uphold,uphold/VB,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5153,5153,1.7713060353192316,1,11.470150435274359,0.003996613713178546,0.014268156825136375,0.7646766956849572
upi,7729,1,0,NNP,0,upi,upi/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,3,5154,5154,1.7709623593325574,1,11.470150435274359,0.0038506578955114458,0.12400325386209432,11.470150435274359
venture,7805,1,0,NN,0,ventur,venture/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5155,5155,1.7706188166828323,1,11.470150435274359,0.0025884205781380185,0.008297054698801931,1.0427409486613053
vallejo,7784,1,0,NNP,0,vallejo,vallejo/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5156,5156,1.770275407292475,1,11.470150435274359,0.003996613713178546,0.014268156825136375,3.823383478424786
valley,7785,1,0,NN,0,valley,valley/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5157,5157,1.7699321310839637,1,11.470150435274359,0.00859703237583011,0.12629961041509608,0.8823192642518738
vandalizing,7791,1,0,VBG,0,vandal,vandalizing/VBG,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,11,5158,5158,1.7695889879798372,1,11.470150435274359,0.0039832916674679515,0.07255509534484242,2.8675376088185898
vargas,7793,1,0,NNP,0,varga,vargas/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5159,5159,1.7692459779026946,1,11.470150435274359,0.003996613713178546,0.014268156825136375,3.823383478424786
variety,7795,1,0,NN,0,varieti,variety/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5160,5160,1.7689031007751939,1,11.470150435274359,0.004729501979843214,0.0537021965544503,1.2744611594749287
varying,7797,1,0,VBG,0,vari,varying/VBG,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5161,5161,1.7685603565200545,1,11.470150435274359,0.0038506578955114458,0.053282648143868655,0.9558458696061966
vatican,7798,1,0,NNP,0,vatican,vatican/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5162,5162,1.7682177450600545,1,11.470150435274359,0.004729501979843214,0.0537021965544503,1.6385929193249082
vegetables,7799,1,0,NNS,0,veget,vegetables/NNS,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5163,5163,1.7678752663180324,1,11.470150435274359,0.004748294702941929,0.0841997402767307,2.294030087054872
vegetation,7800,1,0,NN,0,veget,vegetation/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,10,5164,5164,1.7675329202168863,1,11.470150435274359,0.0069207770284192205,0.04837006356322828,2.294030087054872
veil,7803,1,0,NN,0,veil,veil/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,4,5165,5165,1.7671907066795742,1,11.470150435274359,0.0061703313265424374,0.12868262193236202,1.6385929193249082
venom,7804,1,0,NN,0,venom,venom/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,5,5166,5166,1.7668486256291136,1,11.470150435274359,0.0061703313265424374,0.1082568089272252,5.7350752176371795
ventured,7806,1,0,NN,0,ventur,ventured/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5167,5167,1.7665066769885815,1,11.470150435274359,0.00859703237583011,0.033931238618981036,2.8675376088185898
vague,7778,1,0,JJ,0,vagu,vague/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,5,5168,5168,1.7661648606811147,1,11.470150435274359,0.0061703313265424374,0.12868262193236202,0.6036921281723346
veracruz,7808,1,0,NNP,0,veracruz,veracruz/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5169,5169,1.7658231766299093,1,11.470150435274359,0.004748294702941929,0.032323123044621746,2.8675376088185898
verbally,7810,1,0,NNP,0,verbal,verbally/NNP,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,8,5170,5170,1.7654816247582206,1,11.470150435274359,0.0069207770284192205,0.0811926066954189,0.3955224288025641
verdict,7811,1,0,NN,0,verdict,verdict/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,7,5171,5171,1.7651402049893639,1,11.470150435274359,0.004729501979843214,0.12178891004312835,3.823383478424786
verge,7813,1,0,NN,0,verg,verge/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,5,5172,5172,1.7647989172467133,1,11.470150435274359,0.0039832916674679515,0.08217083087247215,1.4337688044092949
verify,7814,1,0,VB,0,verifi,verify/VB,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5173,5173,1.764457761453702,1,11.470150435274359,0.0069207770284192205,0.0811926066954189,0.674714731486727
veterinarians,7818,1,0,NN,0,veterinarian,veterinarians/NN,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,13,5174,5174,1.7641167375338231,1,11.470150435274359,0.002982497920733075,0.03589567874955362,3.823383478424786
viable,7821,1,0,JJ,0,viabl,viable/JJ,7.609423510074876e-06,131416.0,17.003781410031632,0.00012938897402166882,6,5175,5175,1.7637758454106283,1,11.470150435274359,0.0039832916674679515,0.08217083087247215,3.823383478424786
